,data,op,storage,size
0,93323.0,write,dynamodb,4
1,92878.0,write,dynamodb,4
2,93413.0,write,dynamodb,4
3,93755.0,write,dynamodb,4
4,93512.0,write,dynamodb,4
5,93269.0,write,dynamodb,4
6,93301.0,write,dynamodb,4
7,93126.0,write,dynamodb,4
8,94398.0,write,dynamodb,4
9,93979.0,write,dynamodb,4
10,94136.0,write,dynamodb,4
11,93231.0,write,dynamodb,4
12,93073.0,write,dynamodb,4
13,92997.0,write,dynamodb,4
14,92885.0,write,dynamodb,4
15,93006.0,write,dynamodb,4
16,96359.0,write,dynamodb,4
17,93231.0,write,dynamodb,4
18,92967.0,write,dynamodb,4
19,93346.0,write,dynamodb,4
20,93381.0,write,dynamodb,4
21,92904.0,write,dynamodb,4
22,93680.0,write,dynamodb,4
23,94126.0,write,dynamodb,4
24,93450.0,write,dynamodb,4
25,93586.0,write,dynamodb,4
26,93050.0,write,dynamodb,4
27,92892.0,write,dynamodb,4
28,93127.0,write,dynamodb,4
29,93890.0,write,dynamodb,4
30,93267.0,write,dynamodb,4
31,93059.0,write,dynamodb,4
32,93418.0,write,dynamodb,4
33,93164.0,write,dynamodb,4
34,93201.0,write,dynamodb,4
35,93144.0,write,dynamodb,4
36,93003.0,write,dynamodb,4
37,93112.0,write,dynamodb,4
38,93333.0,write,dynamodb,4
39,93226.0,write,dynamodb,4
40,93440.0,write,dynamodb,4
41,94746.0,write,dynamodb,4
42,93102.0,write,dynamodb,4
43,93187.0,write,dynamodb,4
44,93530.0,write,dynamodb,4
45,93134.0,write,dynamodb,4
46,93104.0,write,dynamodb,4
47,93432.0,write,dynamodb,4
48,93172.0,write,dynamodb,4
49,93038.0,write,dynamodb,4
50,93291.0,write,dynamodb,4
51,93019.0,write,dynamodb,4
52,92987.0,write,dynamodb,4
53,93134.0,write,dynamodb,4
54,92948.0,write,dynamodb,4
55,93196.0,write,dynamodb,4
56,93747.0,write,dynamodb,4
57,93478.0,write,dynamodb,4
58,93268.0,write,dynamodb,4
59,93306.0,write,dynamodb,4
60,98965.0,write,dynamodb,4
61,93033.0,write,dynamodb,4
62,92911.0,write,dynamodb,4
63,93342.0,write,dynamodb,4
64,93358.0,write,dynamodb,4
65,92954.0,write,dynamodb,4
66,93615.0,write,dynamodb,4
67,94717.0,write,dynamodb,4
68,93279.0,write,dynamodb,4
69,93111.0,write,dynamodb,4
70,94373.0,write,dynamodb,4
71,93162.0,write,dynamodb,4
72,93339.0,write,dynamodb,4
73,92980.0,write,dynamodb,4
74,93149.0,write,dynamodb,4
75,93404.0,write,dynamodb,4
76,93261.0,write,dynamodb,4
77,92954.0,write,dynamodb,4
78,93038.0,write,dynamodb,4
79,93275.0,write,dynamodb,4
80,93188.0,write,dynamodb,4
81,92959.0,write,dynamodb,4
82,92849.0,write,dynamodb,4
83,93187.0,write,dynamodb,4
84,93367.0,write,dynamodb,4
85,93469.0,write,dynamodb,4
86,93280.0,write,dynamodb,4
87,93113.0,write,dynamodb,4
88,93027.0,write,dynamodb,4
89,92952.0,write,dynamodb,4
90,93044.0,write,dynamodb,4
91,93971.0,write,dynamodb,4
92,93007.0,write,dynamodb,4
93,93272.0,write,dynamodb,4
94,92946.0,write,dynamodb,4
95,92992.0,write,dynamodb,4
96,93330.0,write,dynamodb,4
97,93119.0,write,dynamodb,4
98,92932.0,write,dynamodb,4
99,93093.0,write,dynamodb,4
100,93449.0,write,dynamodb,4
101,92935.0,write,dynamodb,4
102,92966.0,write,dynamodb,4
103,93277.0,write,dynamodb,4
104,92981.0,write,dynamodb,4
105,93164.0,write,dynamodb,4
106,93144.0,write,dynamodb,4
107,93400.0,write,dynamodb,4
108,93086.0,write,dynamodb,4
109,93481.0,write,dynamodb,4
110,93447.0,write,dynamodb,4
111,93176.0,write,dynamodb,4
112,92959.0,write,dynamodb,4
113,93148.0,write,dynamodb,4
114,93423.0,write,dynamodb,4
115,93095.0,write,dynamodb,4
116,93542.0,write,dynamodb,4
117,93509.0,write,dynamodb,4
118,93028.0,write,dynamodb,4
119,93127.0,write,dynamodb,4
120,96306.0,write,dynamodb,4
121,93586.0,write,dynamodb,4
122,93053.0,write,dynamodb,4
123,93409.0,write,dynamodb,4
124,93029.0,write,dynamodb,4
125,93070.0,write,dynamodb,4
126,93128.0,write,dynamodb,4
127,93525.0,write,dynamodb,4
128,93246.0,write,dynamodb,4
129,93211.0,write,dynamodb,4
130,93016.0,write,dynamodb,4
131,93450.0,write,dynamodb,4
132,93430.0,write,dynamodb,4
133,93047.0,write,dynamodb,4
134,92874.0,write,dynamodb,4
135,93561.0,write,dynamodb,4
136,93886.0,write,dynamodb,4
137,94959.0,write,dynamodb,4
138,92847.0,write,dynamodb,4
139,93337.0,write,dynamodb,4
140,92897.0,write,dynamodb,4
141,93084.0,write,dynamodb,4
142,93326.0,write,dynamodb,4
143,93465.0,write,dynamodb,4
144,93428.0,write,dynamodb,4
145,96826.0,write,dynamodb,4
146,92914.0,write,dynamodb,4
147,93486.0,write,dynamodb,4
148,92941.0,write,dynamodb,4
149,92891.0,write,dynamodb,4
150,93259.0,write,dynamodb,4
151,93004.0,write,dynamodb,4
152,92906.0,write,dynamodb,4
153,93108.0,write,dynamodb,4
154,92897.0,write,dynamodb,4
155,93318.0,write,dynamodb,4
156,92933.0,write,dynamodb,4
157,93242.0,write,dynamodb,4
158,92916.0,write,dynamodb,4
159,93218.0,write,dynamodb,4
160,93174.0,write,dynamodb,4
161,93203.0,write,dynamodb,4
162,93117.0,write,dynamodb,4
163,93085.0,write,dynamodb,4
164,93187.0,write,dynamodb,4
165,93264.0,write,dynamodb,4
166,92913.0,write,dynamodb,4
167,93023.0,write,dynamodb,4
168,93338.0,write,dynamodb,4
169,93207.0,write,dynamodb,4
170,92976.0,write,dynamodb,4
171,93092.0,write,dynamodb,4
172,93517.0,write,dynamodb,4
173,93073.0,write,dynamodb,4
174,93343.0,write,dynamodb,4
175,94235.0,write,dynamodb,4
176,92924.0,write,dynamodb,4
177,93076.0,write,dynamodb,4
178,93038.0,write,dynamodb,4
179,93337.0,write,dynamodb,4
180,92884.0,write,dynamodb,4
181,93119.0,write,dynamodb,4
182,93352.0,write,dynamodb,4
183,92905.0,write,dynamodb,4
184,107207.0,write,dynamodb,4
185,93097.0,write,dynamodb,4
186,93090.0,write,dynamodb,4
187,93336.0,write,dynamodb,4
188,93467.0,write,dynamodb,4
189,93223.0,write,dynamodb,4
190,93557.0,write,dynamodb,4
191,93422.0,write,dynamodb,4
192,93133.0,write,dynamodb,4
193,93935.0,write,dynamodb,4
194,93049.0,write,dynamodb,4
195,93993.0,write,dynamodb,4
196,93612.0,write,dynamodb,4
197,93332.0,write,dynamodb,4
198,93348.0,write,dynamodb,4
199,93266.0,write,dynamodb,4
200,93551.0,write,dynamodb,4
201,93586.0,write,dynamodb,4
202,94791.0,write,dynamodb,4
203,93535.0,write,dynamodb,4
204,93058.0,write,dynamodb,4
205,93331.0,write,dynamodb,4
206,93389.0,write,dynamodb,4
207,93015.0,write,dynamodb,4
208,93496.0,write,dynamodb,4
209,93010.0,write,dynamodb,4
210,95199.0,write,dynamodb,4
211,92939.0,write,dynamodb,4
212,93527.0,write,dynamodb,4
213,92998.0,write,dynamodb,4
214,93164.0,write,dynamodb,4
215,93159.0,write,dynamodb,4
216,93072.0,write,dynamodb,4
217,93330.0,write,dynamodb,4
218,93602.0,write,dynamodb,4
219,92956.0,write,dynamodb,4
220,94700.0,write,dynamodb,4
221,92993.0,write,dynamodb,4
222,93024.0,write,dynamodb,4
223,93647.0,write,dynamodb,4
224,93182.0,write,dynamodb,4
225,94661.0,write,dynamodb,4
226,93166.0,write,dynamodb,4
227,93009.0,write,dynamodb,4
228,93174.0,write,dynamodb,4
229,92871.0,write,dynamodb,4
230,93188.0,write,dynamodb,4
231,93096.0,write,dynamodb,4
232,92947.0,write,dynamodb,4
233,93000.0,write,dynamodb,4
234,93079.0,write,dynamodb,4
235,92998.0,write,dynamodb,4
236,93043.0,write,dynamodb,4
237,93312.0,write,dynamodb,4
238,93241.0,write,dynamodb,4
239,93489.0,write,dynamodb,4
240,94296.0,write,dynamodb,4
241,93056.0,write,dynamodb,4
242,92997.0,write,dynamodb,4
243,93193.0,write,dynamodb,4
244,93823.0,write,dynamodb,4
245,93213.0,write,dynamodb,4
246,92980.0,write,dynamodb,4
247,93091.0,write,dynamodb,4
248,93606.0,write,dynamodb,4
249,92965.0,write,dynamodb,4
250,93213.0,write,dynamodb,4
251,93081.0,write,dynamodb,4
252,93107.0,write,dynamodb,4
253,93619.0,write,dynamodb,4
254,94314.0,write,dynamodb,4
255,93048.0,write,dynamodb,4
256,93237.0,write,dynamodb,4
257,93361.0,write,dynamodb,4
258,92926.0,write,dynamodb,4
259,93212.0,write,dynamodb,4
260,93938.0,write,dynamodb,4
261,93047.0,write,dynamodb,4
262,93721.0,write,dynamodb,4
263,93148.0,write,dynamodb,4
264,93245.0,write,dynamodb,4
265,92973.0,write,dynamodb,4
266,93323.0,write,dynamodb,4
267,92927.0,write,dynamodb,4
268,92951.0,write,dynamodb,4
269,94631.0,write,dynamodb,4
270,97007.0,write,dynamodb,4
271,93696.0,write,dynamodb,4
272,93880.0,write,dynamodb,4
273,95111.0,write,dynamodb,4
274,93124.0,write,dynamodb,4
275,92841.0,write,dynamodb,4
276,93260.0,write,dynamodb,4
277,94729.0,write,dynamodb,4
278,93922.0,write,dynamodb,4
279,94296.0,write,dynamodb,4
280,93144.0,write,dynamodb,4
281,94931.0,write,dynamodb,4
282,93334.0,write,dynamodb,4
283,93456.0,write,dynamodb,4
284,93007.0,write,dynamodb,4
285,93518.0,write,dynamodb,4
286,92901.0,write,dynamodb,4
287,92845.0,write,dynamodb,4
288,93029.0,write,dynamodb,4
289,93412.0,write,dynamodb,4
290,93464.0,write,dynamodb,4
291,93122.0,write,dynamodb,4
292,93840.0,write,dynamodb,4
293,93266.0,write,dynamodb,4
294,94095.0,write,dynamodb,4
295,93455.0,write,dynamodb,4
296,93114.0,write,dynamodb,4
297,93610.0,write,dynamodb,4
298,93850.0,write,dynamodb,4
299,93370.0,write,dynamodb,4
300,93050.0,write,dynamodb,4
301,92904.0,write,dynamodb,4
302,93020.0,write,dynamodb,4
303,93994.0,write,dynamodb,4
304,93071.0,write,dynamodb,4
305,93180.0,write,dynamodb,4
306,93160.0,write,dynamodb,4
307,93097.0,write,dynamodb,4
308,93396.0,write,dynamodb,4
309,92976.0,write,dynamodb,4
310,93038.0,write,dynamodb,4
311,93380.0,write,dynamodb,4
312,93348.0,write,dynamodb,4
313,93494.0,write,dynamodb,4
314,93014.0,write,dynamodb,4
315,93440.0,write,dynamodb,4
316,93505.0,write,dynamodb,4
317,93241.0,write,dynamodb,4
318,94027.0,write,dynamodb,4
319,92853.0,write,dynamodb,4
320,92991.0,write,dynamodb,4
321,93546.0,write,dynamodb,4
322,93190.0,write,dynamodb,4
323,92982.0,write,dynamodb,4
324,93156.0,write,dynamodb,4
325,114647.0,write,dynamodb,4
326,93022.0,write,dynamodb,4
327,93208.0,write,dynamodb,4
328,93554.0,write,dynamodb,4
329,93072.0,write,dynamodb,4
330,93728.0,write,dynamodb,4
331,93014.0,write,dynamodb,4
332,94498.0,write,dynamodb,4
333,93917.0,write,dynamodb,4
334,93584.0,write,dynamodb,4
335,92942.0,write,dynamodb,4
336,93081.0,write,dynamodb,4
337,93517.0,write,dynamodb,4
338,93457.0,write,dynamodb,4
339,92977.0,write,dynamodb,4
340,92973.0,write,dynamodb,4
341,93294.0,write,dynamodb,4
342,93559.0,write,dynamodb,4
343,93145.0,write,dynamodb,4
344,93041.0,write,dynamodb,4
345,96454.0,write,dynamodb,4
346,92930.0,write,dynamodb,4
347,93164.0,write,dynamodb,4
348,92883.0,write,dynamodb,4
349,93083.0,write,dynamodb,4
350,92923.0,write,dynamodb,4
351,93257.0,write,dynamodb,4
352,93242.0,write,dynamodb,4
353,93260.0,write,dynamodb,4
354,93395.0,write,dynamodb,4
355,93091.0,write,dynamodb,4
356,93108.0,write,dynamodb,4
357,92940.0,write,dynamodb,4
358,93140.0,write,dynamodb,4
359,93168.0,write,dynamodb,4
360,93264.0,write,dynamodb,4
361,93171.0,write,dynamodb,4
362,93155.0,write,dynamodb,4
363,93391.0,write,dynamodb,4
364,93521.0,write,dynamodb,4
365,93204.0,write,dynamodb,4
366,93143.0,write,dynamodb,4
367,93093.0,write,dynamodb,4
368,93316.0,write,dynamodb,4
369,93297.0,write,dynamodb,4
370,92989.0,write,dynamodb,4
371,93123.0,write,dynamodb,4
372,93303.0,write,dynamodb,4
373,93166.0,write,dynamodb,4
374,93341.0,write,dynamodb,4
375,93134.0,write,dynamodb,4
376,93071.0,write,dynamodb,4
377,93068.0,write,dynamodb,4
378,93608.0,write,dynamodb,4
379,93118.0,write,dynamodb,4
380,93509.0,write,dynamodb,4
381,93075.0,write,dynamodb,4
382,93043.0,write,dynamodb,4
383,92861.0,write,dynamodb,4
384,93088.0,write,dynamodb,4
385,93495.0,write,dynamodb,4
386,92989.0,write,dynamodb,4
387,93246.0,write,dynamodb,4
388,93525.0,write,dynamodb,4
389,93088.0,write,dynamodb,4
390,93041.0,write,dynamodb,4
391,92939.0,write,dynamodb,4
392,93641.0,write,dynamodb,4
393,92949.0,write,dynamodb,4
394,92982.0,write,dynamodb,4
395,92850.0,write,dynamodb,4
396,93445.0,write,dynamodb,4
397,93055.0,write,dynamodb,4
398,93611.0,write,dynamodb,4
399,93346.0,write,dynamodb,4
400,92910.0,write,dynamodb,4
401,93010.0,write,dynamodb,4
402,93583.0,write,dynamodb,4
403,92869.0,write,dynamodb,4
404,93278.0,write,dynamodb,4
405,92999.0,write,dynamodb,4
406,93242.0,write,dynamodb,4
407,93999.0,write,dynamodb,4
408,93239.0,write,dynamodb,4
409,93034.0,write,dynamodb,4
410,93170.0,write,dynamodb,4
411,93194.0,write,dynamodb,4
412,93228.0,write,dynamodb,4
413,92984.0,write,dynamodb,4
414,93033.0,write,dynamodb,4
415,92934.0,write,dynamodb,4
416,93143.0,write,dynamodb,4
417,93389.0,write,dynamodb,4
418,93337.0,write,dynamodb,4
419,93402.0,write,dynamodb,4
420,93206.0,write,dynamodb,4
421,93815.0,write,dynamodb,4
422,93256.0,write,dynamodb,4
423,93264.0,write,dynamodb,4
424,93681.0,write,dynamodb,4
425,93492.0,write,dynamodb,4
426,93089.0,write,dynamodb,4
427,92973.0,write,dynamodb,4
428,93060.0,write,dynamodb,4
429,93058.0,write,dynamodb,4
430,93190.0,write,dynamodb,4
431,93277.0,write,dynamodb,4
432,93197.0,write,dynamodb,4
433,93401.0,write,dynamodb,4
434,93133.0,write,dynamodb,4
435,93147.0,write,dynamodb,4
436,93102.0,write,dynamodb,4
437,93853.0,write,dynamodb,4
438,93538.0,write,dynamodb,4
439,93888.0,write,dynamodb,4
440,93316.0,write,dynamodb,4
441,93119.0,write,dynamodb,4
442,93102.0,write,dynamodb,4
443,93098.0,write,dynamodb,4
444,92889.0,write,dynamodb,4
445,93207.0,write,dynamodb,4
446,93070.0,write,dynamodb,4
447,93808.0,write,dynamodb,4
448,93501.0,write,dynamodb,4
449,93167.0,write,dynamodb,4
450,93910.0,write,dynamodb,4
451,92809.0,write,dynamodb,4
452,93340.0,write,dynamodb,4
453,93149.0,write,dynamodb,4
454,93294.0,write,dynamodb,4
455,93301.0,write,dynamodb,4
456,93184.0,write,dynamodb,4
457,93262.0,write,dynamodb,4
458,92997.0,write,dynamodb,4
459,93066.0,write,dynamodb,4
460,93687.0,write,dynamodb,4
461,93384.0,write,dynamodb,4
462,93157.0,write,dynamodb,4
463,93162.0,write,dynamodb,4
464,126094.0,write,dynamodb,4
465,93180.0,write,dynamodb,4
466,108388.0,write,dynamodb,4
467,93272.0,write,dynamodb,4
468,93491.0,write,dynamodb,4
469,93125.0,write,dynamodb,4
470,93487.0,write,dynamodb,4
471,93111.0,write,dynamodb,4
472,92802.0,write,dynamodb,4
473,92940.0,write,dynamodb,4
474,93704.0,write,dynamodb,4
475,93630.0,write,dynamodb,4
476,93456.0,write,dynamodb,4
477,94829.0,write,dynamodb,4
478,93410.0,write,dynamodb,4
479,93144.0,write,dynamodb,4
480,93925.0,write,dynamodb,4
481,93002.0,write,dynamodb,4
482,93114.0,write,dynamodb,4
483,93734.0,write,dynamodb,4
484,93474.0,write,dynamodb,4
485,93165.0,write,dynamodb,4
486,93224.0,write,dynamodb,4
487,93053.0,write,dynamodb,4
488,93116.0,write,dynamodb,4
489,92998.0,write,dynamodb,4
490,93055.0,write,dynamodb,4
491,93219.0,write,dynamodb,4
492,93264.0,write,dynamodb,4
493,92871.0,write,dynamodb,4
494,93417.0,write,dynamodb,4
495,93077.0,write,dynamodb,4
496,93015.0,write,dynamodb,4
497,93241.0,write,dynamodb,4
498,93544.0,write,dynamodb,4
499,93121.0,write,dynamodb,4
500,93130.0,write,dynamodb,4
501,93188.0,write,dynamodb,4
502,93284.0,write,dynamodb,4
503,93564.0,write,dynamodb,4
504,93203.0,write,dynamodb,4
505,95181.0,write,dynamodb,4
506,93277.0,write,dynamodb,4
507,93306.0,write,dynamodb,4
508,94500.0,write,dynamodb,4
509,93340.0,write,dynamodb,4
510,93841.0,write,dynamodb,4
511,94514.0,write,dynamodb,4
512,93137.0,write,dynamodb,4
513,93099.0,write,dynamodb,4
514,93216.0,write,dynamodb,4
515,93546.0,write,dynamodb,4
516,93523.0,write,dynamodb,4
517,93066.0,write,dynamodb,4
518,92991.0,write,dynamodb,4
519,93660.0,write,dynamodb,4
520,92934.0,write,dynamodb,4
521,92954.0,write,dynamodb,4
522,93723.0,write,dynamodb,4
523,93048.0,write,dynamodb,4
524,93017.0,write,dynamodb,4
525,93780.0,write,dynamodb,4
526,93309.0,write,dynamodb,4
527,93932.0,write,dynamodb,4
528,93714.0,write,dynamodb,4
529,93877.0,write,dynamodb,4
530,93906.0,write,dynamodb,4
531,94388.0,write,dynamodb,4
532,94677.0,write,dynamodb,4
533,93045.0,write,dynamodb,4
534,93272.0,write,dynamodb,4
535,93179.0,write,dynamodb,4
536,93460.0,write,dynamodb,4
537,93179.0,write,dynamodb,4
538,93148.0,write,dynamodb,4
539,93593.0,write,dynamodb,4
540,95752.0,write,dynamodb,4
541,93117.0,write,dynamodb,4
542,93325.0,write,dynamodb,4
543,93571.0,write,dynamodb,4
544,93489.0,write,dynamodb,4
545,93843.0,write,dynamodb,4
546,92913.0,write,dynamodb,4
547,93207.0,write,dynamodb,4
548,93598.0,write,dynamodb,4
549,93058.0,write,dynamodb,4
550,93022.0,write,dynamodb,4
551,93183.0,write,dynamodb,4
552,93209.0,write,dynamodb,4
553,93082.0,write,dynamodb,4
554,93063.0,write,dynamodb,4
555,93757.0,write,dynamodb,4
556,93248.0,write,dynamodb,4
557,92999.0,write,dynamodb,4
558,93462.0,write,dynamodb,4
559,92874.0,write,dynamodb,4
560,93097.0,write,dynamodb,4
561,93301.0,write,dynamodb,4
562,92891.0,write,dynamodb,4
563,93604.0,write,dynamodb,4
564,93040.0,write,dynamodb,4
565,93158.0,write,dynamodb,4
566,92859.0,write,dynamodb,4
567,93106.0,write,dynamodb,4
568,94025.0,write,dynamodb,4
569,93040.0,write,dynamodb,4
570,92998.0,write,dynamodb,4
571,92919.0,write,dynamodb,4
572,92922.0,write,dynamodb,4
573,93103.0,write,dynamodb,4
574,92900.0,write,dynamodb,4
575,93033.0,write,dynamodb,4
576,93537.0,write,dynamodb,4
577,93377.0,write,dynamodb,4
578,93396.0,write,dynamodb,4
579,93307.0,write,dynamodb,4
580,93485.0,write,dynamodb,4
581,93115.0,write,dynamodb,4
582,92971.0,write,dynamodb,4
583,94170.0,write,dynamodb,4
584,92961.0,write,dynamodb,4
585,93302.0,write,dynamodb,4
586,92963.0,write,dynamodb,4
587,93463.0,write,dynamodb,4
588,93000.0,write,dynamodb,4
589,93291.0,write,dynamodb,4
590,93005.0,write,dynamodb,4
591,92995.0,write,dynamodb,4
592,93489.0,write,dynamodb,4
593,92980.0,write,dynamodb,4
594,93105.0,write,dynamodb,4
595,93045.0,write,dynamodb,4
596,93167.0,write,dynamodb,4
597,92988.0,write,dynamodb,4
598,93229.0,write,dynamodb,4
599,93374.0,write,dynamodb,4
600,93115.0,write,dynamodb,4
601,96300.0,write,dynamodb,4
602,93034.0,write,dynamodb,4
603,92889.0,write,dynamodb,4
604,93207.0,write,dynamodb,4
605,93213.0,write,dynamodb,4
606,93298.0,write,dynamodb,4
607,92994.0,write,dynamodb,4
608,92950.0,write,dynamodb,4
609,93183.0,write,dynamodb,4
610,93315.0,write,dynamodb,4
611,93150.0,write,dynamodb,4
612,93071.0,write,dynamodb,4
613,93008.0,write,dynamodb,4
614,93268.0,write,dynamodb,4
615,93214.0,write,dynamodb,4
616,93402.0,write,dynamodb,4
617,93082.0,write,dynamodb,4
618,92959.0,write,dynamodb,4
619,93238.0,write,dynamodb,4
620,93082.0,write,dynamodb,4
621,93165.0,write,dynamodb,4
622,93445.0,write,dynamodb,4
623,93092.0,write,dynamodb,4
624,92940.0,write,dynamodb,4
625,93102.0,write,dynamodb,4
626,93128.0,write,dynamodb,4
627,92935.0,write,dynamodb,4
628,93296.0,write,dynamodb,4
629,93106.0,write,dynamodb,4
630,93035.0,write,dynamodb,4
631,93252.0,write,dynamodb,4
632,93062.0,write,dynamodb,4
633,93558.0,write,dynamodb,4
634,93962.0,write,dynamodb,4
635,93362.0,write,dynamodb,4
636,93215.0,write,dynamodb,4
637,94518.0,write,dynamodb,4
638,93053.0,write,dynamodb,4
639,93003.0,write,dynamodb,4
640,93279.0,write,dynamodb,4
641,93355.0,write,dynamodb,4
642,93012.0,write,dynamodb,4
643,93345.0,write,dynamodb,4
644,93310.0,write,dynamodb,4
645,93277.0,write,dynamodb,4
646,93212.0,write,dynamodb,4
647,93705.0,write,dynamodb,4
648,93713.0,write,dynamodb,4
649,93363.0,write,dynamodb,4
650,93334.0,write,dynamodb,4
651,93127.0,write,dynamodb,4
652,93307.0,write,dynamodb,4
653,93478.0,write,dynamodb,4
654,93452.0,write,dynamodb,4
655,93419.0,write,dynamodb,4
656,93250.0,write,dynamodb,4
657,92899.0,write,dynamodb,4
658,93115.0,write,dynamodb,4
659,93033.0,write,dynamodb,4
660,92999.0,write,dynamodb,4
661,93103.0,write,dynamodb,4
662,92848.0,write,dynamodb,4
663,93356.0,write,dynamodb,4
664,92889.0,write,dynamodb,4
665,93152.0,write,dynamodb,4
666,92898.0,write,dynamodb,4
667,92913.0,write,dynamodb,4
668,93102.0,write,dynamodb,4
